Country	iso3c	ID	Caption	Provider	Artist	ArtistURL	License	LicenseURL	ImageName	InfoURL	FileURL	folder	CreditHTML	Format	Width	Height	iso2c
Canada	CAN	1	Canada’s population growth increases each year driven largely (75%) by immigration averaging approximately 225,000 immigrants annually for the past decade.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Canadian_Children_Immigration.jpg	NA	NA	NA	NA	NA	NA	CA
Canada	CAN	2	Support of Indigenous-led governance has shown great potential for advancing ambitious, effective, and socially just conservation goals.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Justin_Trudeau_speech_on_missing_and_murdered_indigenous_women_%E2%80%93_Ottawa,_October_2016.jpg	NA	NA	NA	NA	NA	NA	CA
Canada	CAN	3	Abundant in natural resources, Canada still maintains a healthy biocapacity reserve and is sustainable.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Rockies_in_the_morning.jpg	NA	NA	NA	NA	NA	NA	CA
Central African Republic	CAF	1	Much of the country is part of the Congo Basin, home to the second-largest rainforest on the planet.	Pixabay	NA	NA	NA	https://pixabay.com/service/license/	NA	https://pixabay.com/photos/rwenzori-mountains-border-congo-4341914/	NA	NA	NA	NA	NA	NA	CF
Central African Republic	CAF	2	More than 80 percent of the region’s total forest loss is actually small-scale clearing for subsistence agriculture to feed the growing population.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Central_African_Republic_-_Log_transport.jpg	NA	NA	NA	NA	NA	NA	CF
Central African Republic	CAF	3	The civil war that erupted in 2013 not surprisingly severely undermined conservation efforts virtually wiping out elephants.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Forest_elephants_(8330452550).jpg	NA	NA	NA	NA	NA	NA	CF
Central African Republic	CAF	4	The country still experiences much political instability, violence and human rights abuse leaving little security for people or wildlife.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Stopping_further_violence_at_home_(11237079106).jpg	NA	NA	NA	NA	NA	NA	CF
Chad	TCD	1	Chad is one of the world’s poorest countries with the fifth highest fertility rate. With an average of nearly six children per mother.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Refugee_children_in_Chad.jpg	NA	NA	NA	NA	NA	NA	TD
Chad	TCD	2	Chad has the world’s lowest average age of marriage for girls at 16 years.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Termitwoman.jpg	NA	NA	NA	NA	NA	NA	TD
Chad	TCD	3	Chad’s population is concentrated in pockets of the west and south creating environmental pressures.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Abeche_leather_shop.jpg	NA	NA	NA	NA	NA	NA	TD
Chad	TCD	4	Environmental pressures such as overfishing, overgrazing and farming and desertification of agricultural land.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Agriculture_au_tchad.jpg	NA	NA	NA	NA	NA	NA	TD
Chile	CHL	1	Chile is now a leader in South America for maternal, perinatal, and infant mortality reduction.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:COVID-19_Equipments_to_Chile_(05890121).jpg	NA	NA	NA	NA	NA	NA	CL
Chile	CHL	2	Population is still growing, largely driven by immigration - the fastest immigration rate in South America.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Noche_iluminada_en_el_Gran_Santiago,_Chile._Comuna_de_Maip%C3%BA.jpg	NA	NA	NA	NA	NA	NA	CL
Chile	CHL	3	In the North, mining has destabilized and weakened the local fauna and flora, covering the desert landscape with the ridges of giant excavations.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Montegrande_in_Northern_Chile.jpg	NA	NA	NA	NA	NA	NA	CL
Chile	CHL	4	Global demand for the country’s most valuable resources copper, lithium, avocados, salmon, paper pulp. A salmon farm off the coast of Chile.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Chilean_farmed_salmon_farms_-_panoramio.jpg	NA	NA	NA	NA	NA	NA	CL
China	CHN	1	The country is grossly overpopulated: China currently has four times the number of citizens than is sustainable.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:L%C3%BCshunkou_Liaoning_China_City-view-02.jpg	NA	NA	NA	NA	NA	NA	CN
China	CHN	2	Heavily reliant on imports of many goods to maintain its citizen’s lifestyles.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:BMW_5-Series_G38_Li_China_2018-03-28.jpg	NA	NA	NA	NA	NA	NA	CN
China	CHN	3	More than 50% of China’s fresh water has been polluted by industrial, agricultural or domestic waste.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Pinghu,_Jiaxing,_Zhejiang,_China_-_panoramio_(34).jpg	NA	NA	NA	NA	NA	NA	CN
China	CHN	4	China faces serious problems from overfishing in coastal waters.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:China_fishing_nets_at_Vypin_beach.jpg	NA	NA	NA	NA	NA	NA	CN
Colombia	COL	1	Deforestation is a serious problem in the country.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Amazon_slash_and_burn_agriculture_Colombia_South_America.jpg	NA	NA	NA	NA	NA	NA	CO
Colombia	COL	2	Global Witness reported Colombia as the most dangerous country in the world for environmental defenders.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Autoridad_Tradicional_Ne%27jwesx_2019_-_2021_Resguardo_Ind%C3%ADgena_de_Jambal%C3%B3.jpg	NA	NA	NA	NA	NA	NA	CO
Colombia	COL	3	Columbia has a very diverse geography and abundant natural resources. The ​​Andes mountain range near to Tunja, Colombia.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Cordillera_de_los_andes_-_Tunja_Colombia.jpg	NA	NA	NA	NA	NA	NA	CO
Colombia	COL	4	Girls’ education has led to increased participation in the workforce, growing from 30 percent to 43 percent between 1990 and 2012.	Pixabay	NA	NA	NA	https://pixabay.com/service/license/	NA	https://pixabay.com/photos/girls-wayuu-indian-culture-4232029/	NA	NA	NA	NA	NA	NA	CO
Comoros	COM	1	Comoros is poor, and its citizens consume little and rely on subsistence farming.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:March%C3%A9_%C3%A0_Moroni.jpg	NA	NA	NA	NA	NA	NA	KM
Comoros	COM	2	Deforestation rates have more than doubled, while the country lost 58 percent of its forest cover between 1990 and 2005.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Gran_Comore_landscape.jpg	NA	NA	NA	NA	NA	NA	KM
Comoros	COM	3	Nearly one third of married women have an unmet need for family planning, and almost half of married women say that decisions about their own health are primarily made by their husband.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Comorian_Woman_(10878313353).jpg	NA	NA	NA	NA	NA	NA	KM
Costa Rica	CRI	1	Costa Rica is a country of exceptionally rich and well-protected biodiversity.	Pixabay	NA	NA	NA	https://pixabay.com/service/license/	NA	https://pixabay.com/photos/waterfall-costa-rica-water-4289660/	NA	NA	NA	NA	NA	NA	CR
Costa Rica	CRI	2	Costa Rica now is leading the world in clean energy production as 98% of its electricity is derived from renewable resources.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Pirris_Hydro_Dam.JPG	NA	NA	NA	NA	NA	NA	CR
Costa Rica	CRI	3	Costa Rica’s strict nature protection supports the highly profitable ecotourism it invented and developed in the 90’s.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Zip-line_over_rainforest_canopy_4_January_2005,_Costa_Rica.jpg	NA	NA	NA	NA	NA	NA	CR
Costa Rica	CRI	4	Infant mortality rate is half the average for Latin America and life expectancy is comparable with much richer countries.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Grandmother_and_family%27s_love.jpg	NA	NA	NA	NA	NA	NA	CR
Croatia	HRV	1	Political leadership is looking at incentives to boost birth rates.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Croatian_parliament.jpg	NA	NA	NA	NA	NA	NA	HR
Croatia	HRV	2	Croatia’s graceful downsizing has been a boost to restoring the environment.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Jizni_Velebit,_zalesnene_rozeklane_hrebeny.jpg	NA	NA	NA	NA	NA	NA	HR
Cuba	CUB	1	Cuba has set a goal of conserving 25 percent of the country’s coastal waters.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Cuba-17.jpg	NA	NA	NA	NA	NA	NA	CU
Cuba	CUB	2	Castro’s speech at the Rio de Janeiro Earth Summit in 1992 kicked off a series of tough environmental laws.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/8/8e/Fidel_Castro_2012.jpg	NA	NA	NA	NA	NA	CU
Curacao	CUW	1	Curacao is a small island nation off the coast of Venezuela.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:The_colorful_buildings_of_the_Handelskade_in_Willemstad,_Cura%C3%A7ao.jpg	NA	NA	NA	NA	NA	NA	CW
Curacao	CUW	2	Acid clouds grow from the SO2 emissions of a PDVSA refinery on the island of Curaçao.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Cloud_formation_from_refinery_in_Curacao.jpg	NA	NA	NA	NA	NA	NA	CW
Cyprus	CYP	1	Due to high consumption patterns and a relatively high population level, Cyprus has almost 20 times more people than can be sustainably supported.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Harbour,_Kyrenia,_Northern_Cyprus_01.jpg	NA	NA	NA	NA	NA	NA	CY
Cyprus	CYP	2	Highway and rural road construction has led to habitat loss and a fragmentation of nature areas.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Dirt_road_in_Karpaz,_Northern_Cyprus_02.jpg	NA	NA	NA	NA	NA	NA	CY
Cyprus	CYP	3	Groundwater resources are overexploited by about 40% of the sustainable extraction level.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Ayia_Napa,_Cyprus_-_panoramio_(155).jpg	NA	NA	NA	NA	NA	NA	CY
Czech Republic	CZE	1	Population growth has modestly been increasing every year due to immigration policies that for the past decade have allowed from twelve thousand to fifty thousand new citizens a year.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Prague_crowd_Mal%C3%A1_Strana.jpg	NA	NA	NA	NA	NA	NA	CZ
Czech Republic	CZE	2	The Czech economy remains one of the most energy- and carbon-intensive economies in the OECD due to its strong industrial base and reliance on coal.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Protest_on_Czech_Republic_coal_commission_in_front_of_embassy_in_Berlin_2020-11-30_13.jpg	NA	NA	NA	NA	NA	NA	CZ
Czech Republic	CZE	3	Landfilling remains the most common waste treatment method.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Illegal_landfill_in_natural_monumet_Nad_zavodistem_(2).JPG	NA	NA	NA	NA	NA	NA	CZ
Democratic Republic Of The Congo	COD	1	With half of Africa's forests and water resources and trillion-dollar mineral reserves the country must navigate the pressures on the demand for the extraction of its natural resources and the resulting environmental damages.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:A_natural_tunnel_on_Matadi_Boma_road_in_Democratic_Republic_of_Congo_photo_by_Ch._naeem_Ahmad_Bajwa._date_12_mai_2014.jpg	NA	NA	NA	NA	NA	NA	CD
Democratic Republic Of The Congo	COD	2	The country has the highest level of biodiversity in Africa.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Tree_frog_congo.jpg	NA	NA	NA	NA	NA	NA	CD
Democratic Republic Of The Congo	COD	3	Up to 1.7 million tons of bushmeat are harvested annually from unregulated hunting and poaching, contributing to species depletion. The Deputy Prime Minister and Minister of Foreign Affairs spoke at the Illegal Wildlife Trade Conference.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Illegal_Wildlife_Trade_Conference_London_2018_(44555739744).jpg	NA	NA	NA	NA	NA	NA	CD
Democratic Republic Of The Congo	COD	4	A new legal environment exists favorable to family planning and reproductive health in the country.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Une_m%C3%A8re_et_sa_fille.jpg	NA	NA	NA	NA	NA	NA	CD
Denmark	DNK	1	Denmark has the lowest poverty rate of all the OECD countries.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Cityscape_and_skyline_by_the_Copenhagen_Lakes,_Denmark_-_(36018109956).jpg	NA	NA	NA	NA	NA	NA	DK
Denmark	DNK	2	The country has a high level of gender equality and most women work outside the home.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Copenhagen,_Denmark_(Unsplash_2Q8bo_6lu1Y).jpg	NA	NA	NA	NA	NA	NA	DK
Denmark	DNK	3	Denmark was at the forefront of the move to carbon neutrality for the past three decades and the country leads Europe in deriving almost half of its electricity needs from wind power.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Danish_Wind_Turbines_4890240265.jpg	NA	NA	NA	NA	NA	NA	DK
Denmark	DNK	4	Population still gradually grows primarily from immigration averaging over 15,000 immigrants a year.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Danish_Ministry_of_Immigration.jpg	NA	NA	NA	NA	NA	NA	DK
Djibouti	DJI	1	Djibouti has few natural resources.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:De_koron_%C3%A0_Arta_plage,_Djibouti.jpg	NA	NA	NA	NA	NA	NA	DJ
Djibouti	DJI	2	Waste generation is a serious problem, with the country generating three times the EU average in municipal waste.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:March%C3%A9-Djibouti-2000.jpg	NA	NA	NA	NA	NA	NA	DJ
Djibouti	DJI	3	The Government of Djibouti, UN Environment and partners are trying to restore forest areas, unblock canals and improve the drinking water.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Clean_drinking_water_in_Djibouti_DVIDS92984.jpg	NA	NA	NA	NA	NA	NA	DJ
Djibouti	DJI	4	Twenty years ago women on average had 5 children. Today the average is 2.76.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Djibouti_children_-_201214-Z-IT440-018.jpg	NA	NA	NA	NA	NA	NA	DJ
Dominica	DMA	1	A tiny island nation to roughly 70,000 residents.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:LocationDominica.png	NA	NA	NA	NA	NA	NA	DM
Dominica	DMA	2	The country’s largest industries are agriculture and tourism.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Perle_Express_Dominica_(03).jpg	NA	NA	NA	NA	NA	NA	DM
Dominica	DMA	3	The so–called Nature Island is under stress from the tourism industry and 70,000 residents: drinking water shortages, soil erosion, deforestation and water pollution.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Scotts_Head,_Dominica_020.jpg	NA	NA	NA	NA	NA	NA	DM
Dominican Republic	DOM	1	Agriculture and mining are important industries.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Dominican_Republic_5_005.jpg	NA	NA	NA	NA	NA	NA	DO
Dominican Republic	DOM	2	Tourism which generates over $1 billion in revenue annually and is being prioritized over the preservation of ecosystems.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Glass_bottom_boat.jpg	NA	NA	NA	NA	NA	NA	DO
Dominican Republic	DOM	3	The Dominican Republic has one of the highest rates of teenage pregnancy in Latin American and the Caribbean.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Young_Girls_in_Public_Park_-_San_Jose_de_Ocoa_-_Dominican_Republic.jpg	NA	NA	NA	NA	NA	NA	DO
Dominican Republic	DOM	4	It is common to use rivers and beaches as places to dump trash.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Dominican_Republic_-_trashed_beach.JPG	NA	NA	NA	NA	NA	NA	DO
East Timor	TLS	1	A small island nation north of Australia surrounded by some of the world’s richest marine biodiversity.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Arothron_nigropunctatus_East_Timor.jpg	NA	NA	NA	NA	NA	NA	TL
East Timor	TLS	2	The area is home to about three-quarters of the world’s coral species.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:14-EastTimor-Dive_Dili-Rock-West_32_(Coral_Reef)-APiazza.JPG	NA	NA	NA	NA	NA	NA	TL
East Timor	TLS	3	Because of their minimal consumption the current population is sustainable.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:2020-06-16_Suku_Ailok.jpg	NA	NA	NA	NA	NA	NA	TL
East Timor	TLS	4	Women’s work, both in the home and outside the home is generally undervalued and taken for granted. They have very limited access to education.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Market,_Maubisse,_East_Timor_(312833929).jpg	NA	NA	NA	NA	NA	NA	TL
Ecuador	ECU	1	In 2020 the Shushufindi river was poisoned by a massive pesticide runoff from nearby African palm plantations, decimating local fish stocks.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:CAMPA%C3%91A_LA_MANO_SUCIA_DE_CHEVRON_-_11532358094.jpg	NA	NA	NA	NA	NA	NA	EC
Ecuador	ECU	2	Ecuador is the first country to recognize Rights of Nature in its Constitution.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Gal%C3%A1pagos_Inseln,_Ecuador_(13899343411).jpg	NA	NA	NA	NA	NA	NA	EC
Ecuador	ECU	3	In 2020, an oil spill into the Napo river, a tributary of the Amazon, left dozens of indigenous villages and tens of thousands of peoples without access to clean water.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Pipeline_an_der_E10,_Ecuador.jpg	NA	NA	NA	NA	NA	NA	EC
Egypt	EGY	1	Egypt has roughly five times as many people than the country can sustain.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Beauty_Of_Egypt.JPG	NA	NA	NA	NA	NA	NA	EG
Egypt	EGY	2	In 2020 the Egyptian parliament proposed a bill that seeks to not only criminalize child marriage, but also to incentivize family planning in order to address Egypt’s overpopulation crisis.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Girls_having_fun.jpg	NA	NA	NA	NA	NA	NA	EG
Egypt	EGY	3	Population growth has created greater energy, food and water insecurity in a country with limited natural resources.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Western_desert_egypt.jpg	NA	NA	NA	NA	NA	NA	EG
El Salvador	SLV	1	Overexploitation and pollution of rivers and lakes.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Rio_Acelhuate_en_lomas_del_rio_-_panoramio.jpg	NA	NA	NA	NA	NA	NA	SV
El Salvador	SLV	2	Deforestation is an increasing threat to biodiversity as the human population grows and places greater demand on forests for timber and conversion to farming.	Pixabay	NA	NA	NA	https://pixabay.com/service/license/	NA	https://pixabay.com/photos/el-salvador-door-of-the-devil-2038137/	NA	NA	NA	NA	NA	NA	SV
El Salvador	SLV	3	Fertility rates have declined from 5.5 children per mother to a current replacement level.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:FMSC_Distribution_Partner_-_El_Salvador_(16003948891).jpg	NA	NA	NA	NA	NA	NA	SV
Equatorial Guinea	GNQ	1	Solid and liquid waste is thrown directly into the riverbed and the sea, fecal pollution presents mainly in urban areas and the spillage of toxic substances associated with oil activity are the main sources of pollutants.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Benito_(Mbini)_River_Sendje_Equatorial_Guinea_2_2015_BNB-UM.jpg	NA	NA	NA	NA	NA	NA	GQ
Equatorial Guinea	GNQ	2	The primary threat to wildlife is habitat loss.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Yellow-billed_Turacos_in_Equatorial_Guinea_2006.jpg	NA	NA	NA	NA	NA	NA	GQ
Equatorial Guinea	GNQ	3	Citizens live very modestly with 80% working in the agricultural sector.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Mujer_ecuatoguineana_vendiendo_acelgas.png	NA	NA	NA	NA	NA	NA	GQ
Eritrea	ERI	1	Mining is increasingly a threat to wildlife habitat.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Bisha_Mine_Eritrea.jpg	NA	NA	NA	NA	NA	NA	ER
Eritrea	ERI	2	A century ago, 30% of Eritrea was covered by forest, but less than 1% of this remained in 1995.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Railway_Bridge,_Eritrea.jpg	NA	NA	NA	NA	NA	NA	ER
Eritrea	ERI	3	With a high fertility rate of over 4 children per mother, the country’s population growth rate is adding over 40,000 more people every year.	Pixnio	NA	NA	CC0	https://pixnio.com/creative-commons-license	NA	https://pixnio.com/people/crowd/women-and-kids-in-eritrea-africa	NA	NA	NA	NA	NA	NA	ER
Estonia	EST	1	Estonia has valuable and untouched natural areas.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Estonia_Endla_Nature_Reserve_07_Forest.jpg	NA	NA	NA	NA	NA	NA	EE
Estonia	EST	2	Pollution of the environment has been cut considerably since 1990 following the economic collapse and as a result of investments in the environment.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Kaberneeme%2C_Estonia%2C_2012-08-12%2C_DD_04.jpg/800px-Kaberneeme%2C_Estonia%2C_2012-08-12%2C_DD_04.jpg	NA	NA	NA	NA	NA	EE
Estonia	EST	3	Estonia’s population and consumption are currently sustainable.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Plaza_del_ayuntamiento%2C_Tallinn%2C_Estonia%2C_2012-08-05%2C_DD_01.JPG/640px-Plaza_del_ayuntamiento%2C_Tallinn%2C_Estonia%2C_2012-08-05%2C_DD_01.JPG	NA	NA	NA	NA	NA	EE
Eswatini	SWZ	1	Grassland and savanna ecosystems make up over 90 per cent of the country, allowing for many different animal and plant species to thrive.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Swaziland_(32819068084).jpg	NA	NA	NA	NA	NA	NA	SZ
Eswatini	SWZ	2	Women are often subordinate to men, with high levels of gender-based violence.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Street_vendor_in_Mbabane_-_Eswatini.jpg	NA	NA	NA	NA	NA	NA	SZ
Eswatini	SWZ	3	The country’s natural beauty could well be under threat due to gaps in chemicals and waste management programs.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Mhlume_Sugar_Mill.jpg/640px-Mhlume_Sugar_Mill.jpg	NA	NA	NA	NA	NA	SZ
Ethiopia	ETH	1	The government and international NGOs have invested both in family planning and health services.	Pixnio	NA	NA	CC0	https://pixnio.com/creative-commons-license	NA	https://pixnio.com/people/female-women/community-based-health-workers-in-ethiopia-go-door-to-door-to-teach-natural-family-planning-to-women	NA	NA	NA	NA	NA	NA	ET
Ethiopia	ETH	2	Population pressure has caused severe degradation of ecosystems, increasing poverty, food insecurity, loss of biodiversity, and even conflict.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/ETHIOPIA%2CTIGRAY_ONION_MARKET.png/640px-ETHIOPIA%2CTIGRAY_ONION_MARKET.png	NA	NA	NA	NA	NA	ET
Ethiopia	ETH	3	A population increasing at a pace of three million more citizens a year will only intensify environmental pressures.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Ethiopia_on_the_Go.jpg/640px-Ethiopia_on_the_Go.jpg	NA	NA	NA	NA	NA	ET
Ethiopia	ETH	4	Deforestation has depleted much of the country’s forest canopy.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:A_Pause_At_Threshing_Time,_Axum,_Ethiopia_(3156308439).jpg	NA	NA	NA	NA	NA	NA	ET
Fiji	FJI	1	Rising sea levels have led to the erosion of Fiji’s coastal areas.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Beach_in_Fiji.JPG/640px-Beach_in_Fiji.JPG	NA	NA	NA	NA	NA	FJ
Fiji	FJI	2	The starling is an invasive species introduced to Fiji by Europeans to deal with increased insects from clear-felling trees to make way for pastures and croplands.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Starling_%28Sternus_vulgaris%29_%2828886045420%29.jpg/640px-Starling_%28Sternus_vulgaris%29_%2828886045420%29.jpg	NA	NA	NA	NA	NA	FJ
Fiji	FJI	3	The Fiji economy relies on a growing tourism industry.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Fiji_International_August_16th_2014.jpg/640px-Fiji_International_August_16th_2014.jpg	NA	NA	NA	NA	NA	FJ
Finland	FIN	1	Finland is the world’s cleanest and greenest country.	Unsplash	NA	NA	NA	NA	NA	https://unsplash.com/photos/bpDJvls-h-0	NA	NA	NA	NA	NA	NA	FI
Finland	FIN	2	More than 70% of Finland’s land area is forest, making it one of the most forested countries in the world.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1601272564986-4d4fb56d0c4c?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=975&q=80	NA	NA	NA	NA	NA	FI
Finland	FIN	3	Finland has the cleanest air of the EU countries and the third cleanest air in the world after Canada and Iceland.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1573071790470-d84b8edb650a?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=975&q=80	NA	NA	NA	NA	NA	FI
Finland	FIN	4	Gender equality is a core value for Finland and led it to establish the first International Gender Equality Prize.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Gender_Equality_Prize_Ceremony_and_Reception_on_2nd_December_(49157519113).jpg	NA	NA	NA	NA	NA	NA	FI
France	FRA	1	Pollution event in Paris.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Pollution_event_in_Paris_D161208_-_La_D%C3%A9fense_seen_from_the_bridge_of_Asni%C3%A8res.jpg/640px-Pollution_event_in_Paris_D161208_-_La_D%C3%A9fense_seen_from_the_bridge_of_Asni%C3%A8res.jpg	NA	NA	NA	NA	NA	FR
