Country	iso3c	ID	Caption	Provider	Artist	ArtistExtra	ArtistURL	Artist2ndURL	ArtistHTML	License	LicenseURL	InfoURL	FileURL	iso2c	folder	ImageName	OriginURL	Previous effort to make Attribution
Burundi	BDI	1	A small country by land area with a high population density.	Wikimedia	Dave Proffer		https://www.flickr.com/people/23442653@N00	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/23442653@N00'>Dave Proffer</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	https://commons.wikimedia.org/wiki/File:Bujumbura_market_-_Flickr_-_Dave_Proffer.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Bujumbura_market_-_Flickr_-_Dave_Proffer.jpg/640px-Bujumbura_market_-_Flickr_-_Dave_Proffer.jpg	BI	e/e6/	Bujumbura_market_-_Flickr_-_Dave_Proffer.jpg	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/23442653@N00'>Dave Proffer</a>, <a href='https://commons.wikimedia.org/wiki/File:Bujumbura_market_-_Flickr_-_Dave_Proffer.jpg'>Bujumbura_market_-_Flickr_-_Dave_Proffer.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Burundi	BDI	2	One of the world's poorest countries.	Wikimedia	Dave Proffer		https://www.flickr.com/people/23442653@N00	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/23442653@N00'>Dave Proffer</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	https://commons.wikimedia.org/wiki/File:Road_between_Burundi_Gitega_and_Bujumbura_-_Flickr_-_Dave_Proffer_(1).jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Road_between_Burundi_Gitega_and_Bujumbura_-_Flickr_-_Dave_Proffer_(1).jpg/640px-Road_between_Burundi_Gitega_and_Bujumbura_-_Flickr_-_Dave_Proffer_(1).jpg	BI	9/97/	Road_between_Burundi_Gitega_and_Bujumbura_-_Flickr_-_Dave_Proffer_(1).jpg	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/23442653@N00'>Dave Proffer</a>, <a href='https://commons.wikimedia.org/wiki/File:Road_between_Burundi_Gitega_and_Bujumbura_-_Flickr_-_Dave_Proffer_(1).jpg'>Road_between_Burundi_Gitega_and_Bujumbura_-_Flickr_-_Dave_Proffer_(1).jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Burundi	BDI	3	90% work in predominantly subsistence agriculture.	Wikimedia	SuSanA Secretariat		https://www.flickr.com/people/23116228@N07	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/23116228@N07'>SuSanA Secretariat</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	https://commons.wikimedia.org/wiki/File:Typical_house_in_an_urban_area_of_a_small_town_in_Burundi_(6915219651).jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Typical_house_in_an_urban_area_of_a_small_town_in_Burundi_(6915219651).jpg/640px-Typical_house_in_an_urban_area_of_a_small_town_in_Burundi_(6915219651).jpg	BI	2/29/	Typical_house_in_an_urban_area_of_a_small_town_in_Burundi_(6915219651).jpg	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/23116228@N07'>SuSanA Secretariat</a>, <a href='https://commons.wikimedia.org/wiki/File:Typical_house_in_an_urban_area_of_a_small_town_in_Burundi_(6915219651).jpg'>Typical_house_in_an_urban_area_of_a_small_town_in_Burundi_(6915219651).jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Cabo Verde	CPV	1	Arable land covers only about 10 percent of the total area.	Wikimedia	Manuel de Sousa		//commons.wikimedia.org/wiki/User:Manuel_de_Sousa	NA	<a href='//commons.wikimedia.org/wiki/User:Manuel_de_Sousa' title='User:Manuel de Sousa'>Manuel de Sousa</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	https://commons.wikimedia.org/wiki/File:Aerogeradores_(S_Vicente,_Cabo_Verde).JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Aerogeradores_(S_Vicente,_Cabo_Verde).JPG/640px-Aerogeradores_(S_Vicente,_Cabo_Verde).JPG	CV	4/4b/	Aerogeradores_(S_Vicente,_Cabo_Verde).JPG	NA	<a href='//commons.wikimedia.org/wiki/User:Manuel_de_Sousa' title='User:Manuel de Sousa'>Manuel de Sousa</a>, <a href='https://commons.wikimedia.org/wiki/File:Aerogeradores_(S_Vicente,_Cabo_Verde).JPG'>Aerogeradores_(S_Vicente,_Cabo_Verde).JPG</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Cabo Verde	CPV	2	Country is highly dependent on food imports.	Wikimedia	Cayambe		//commons.wikimedia.org/wiki/User:Cayambe	NA	<a href='//commons.wikimedia.org/wiki/User:Cayambe' title='User:Cayambe'>Cayambe</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	https://commons.wikimedia.org/wiki/File:Praia_market_potatoes_manioc.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Praia_market_potatoes_manioc.jpg/640px-Praia_market_potatoes_manioc.jpg	CV	6/64/	Praia_market_potatoes_manioc.jpg	NA	<a href='//commons.wikimedia.org/wiki/User:Cayambe' title='User:Cayambe'>Cayambe</a>, <a href='https://commons.wikimedia.org/wiki/File:Praia_market_potatoes_manioc.jpg'>Praia_market_potatoes_manioc.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Cabo Verde	CPV	4	Relatively high rate of youth literacy at 98 percent.	Wikimedia	DuncanCV		https://www.flickr.com/people/22136045@N00	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/22136045@N00'>DuncanCV</a>	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	https://commons.wikimedia.org/wiki/File:Finalistas_do_jardim_infantil.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Finalistas_do_jardim_infantil.jpg/640px-Finalistas_do_jardim_infantil.jpg	CV	2/24/	Finalistas_do_jardim_infantil.jpg	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/22136045@N00'>DuncanCV</a>, <a href='https://commons.wikimedia.org/wiki/File:Finalistas_do_jardim_infantil.jpg'>Finalistas_do_jardim_infantil.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/2.0'>CC BY-SA 2.0</a>, via Wikimedia Commons
Cambodia	KHM	1	High population level puts pressure on much of Cambodia’s forests including land encroachment, harvesting of non-timber forest products inside restricted zones.	Wikimedia	Christian Pirkl		//commons.wikimedia.org/wiki/User:Christian_Pirkl	NA	<a href='//commons.wikimedia.org/wiki/User:Christian_Pirkl' title='User:Christian Pirkl'>Christian Pirkl</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Mondul_Kiri_Cambodia_3080.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Mondul_Kiri_Cambodia_3080.jpg/640px-Mondul_Kiri_Cambodia_3080.jpg	KH	6/6a/	Mondul_Kiri_Cambodia_3080.jpg	https://upload.wikimedia.org/wikipedia/commons/6/6a/Mondul_Kiri_Cambodia_3080.jpg	NA
Cambodia	KHM	2	Fertility rates have decreased from more than 4 children per mother in 2000 to approximately 2 ½  children today.	Wikimedia	Dmitry Makeev		//commons.wikimedia.org/wiki/User:Knopik-som	NA	<a href='//commons.wikimedia.org/wiki/User:Knopik-som' title='User:Knopik-som'>Dmitry Makeev</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:People_of_Cambodia_in_2014._img_01.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/People_of_Cambodia_in_2014._img_01.jpg/640px-People_of_Cambodia_in_2014._img_01.jpg	KH	0/08/	People_of_Cambodia_in_2014._img_01.jpg	https://upload.wikimedia.org/wikipedia/commons/0/08/People_of_Cambodia_in_2014._img_01.jpg	NA
Cambodia	KHM	3	The labor market is still dominated by poorly educated and low skilled workers.	Wikimedia	David Villa		https://www.flickr.com/people/45033416@N00	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/45033416@N00'>David Villa</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	https://commons.wikimedia.org/wiki/File:Child_labor_in_Siem_Reap,_Cambodia.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Child_labor_in_Siem_Reap,_Cambodia.jpg/640px-Child_labor_in_Siem_Reap,_Cambodia.jpg	KH	a/a2/	Child_labor_in_Siem_Reap,_Cambodia.jpg	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/45033416@N00'>David Villa</a>, <a href='https://commons.wikimedia.org/wiki/File:Child_labor_in_Siem_Reap,_Cambodia.jpg'>Child_labor_in_Siem_Reap,_Cambodia.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Cambodia	KHM	4	Better access to contraception and narrowing gap between boys and girls education.	Wikimedia	Department of Foreign Affairs and Trade		https://www.flickr.com/people/106853342@N04	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/106853342@N04'>Department of Foreign Affairs and Trade</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	https://commons.wikimedia.org/wiki/File:Former_Foreign_Minister_Bob_Carr_visits_Cambodian_Midwife_Project_(10696171124).jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Former_Foreign_Minister_Bob_Carr_visits_Cambodian_Midwife_Project_(10696171124).jpg/640px-Former_Foreign_Minister_Bob_Carr_visits_Cambodian_Midwife_Project_(10696171124).jpg	KH	a/af/	Former_Foreign_Minister_Bob_Carr_visits_Cambodian_Midwife_Project_(10696171124).jpg	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/106853342@N04'>Department of Foreign Affairs and Trade</a>, <a href='https://commons.wikimedia.org/wiki/File:Former_Foreign_Minister_Bob_Carr_visits_Cambodian_Midwife_Project_(10696171124).jpg'>Former_Foreign_Minister_Bob_Carr_visits_Cambodian_Midwife_Project_(10696171124).jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Cameroon	CMR	1	Rich tropical biodiversity.	Wikimedia	MCAMERFİLS		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:MCAMERF%C4%B0LS&amp;action=edit&amp;redlink=1' class='new' title='User:MCAMERFİLS (page does not exist)'>MCAMERFİLS</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Cameroon_gorilla.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Cameroon_gorilla.jpg/640px-Cameroon_gorilla.jpg	CM	4/4f/	Cameroon_gorilla.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:MCAMERF%C4%B0LS&amp;action=edit&amp;redlink=1' class='new' title='User:MCAMERFİLS (page does not exist)'>MCAMERFİLS</a>, <a href='https://commons.wikimedia.org/wiki/File:Cameroon_gorilla.jpg'>Cameroon_gorilla.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Cameroon	CMR	2	High fertility of over 4 children per mother.	Wikimedia	Alain Leumessi		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Alain_Leumessi&amp;action=edit&amp;redlink=1' class='new' title='User:Alain Leumessi (page does not exist)'>Alain Leumessi</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Douala_-Cameroon.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Douala_-Cameroon.jpg/640px-Douala_-Cameroon.jpg	CM	7/78/	Douala_-Cameroon.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Alain_Leumessi&amp;action=edit&amp;redlink=1' class='new' title='User:Alain Leumessi (page does not exist)'>Alain Leumessi</a>, <a href='https://commons.wikimedia.org/wiki/File:Douala_-Cameroon.jpg'>Douala_-Cameroon.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Cameroon	CMR	3	Deforestation is beginning to have a significant environmental impact.	Wikimedia	Trees ForTheFuture		https://flickr.com/people/68632374@N00	NA	<a rel='nofollow' class='external text' href='https://flickr.com/people/68632374@N00'>Trees ForTheFuture</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	https://commons.wikimedia.org/wiki/File:Cameroon_-_forests.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Cameroon_-_forests.jpg/640px-Cameroon_-_forests.jpg	CM	e/e4/	Cameroon_-_forests.jpg	NA	<a rel='nofollow' class='external text' href='https://flickr.com/people/68632374@N00'>Trees ForTheFuture</a>, <a href='https://commons.wikimedia.org/wiki/File:Cameroon_-_forests.jpg'>Cameroon_-_forests.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Cameroon	CMR	4	Declining elephant population.	Wikimedia	2ddanga		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:2ddanga&amp;action=edit&amp;redlink=1' class='new' title='User:2ddanga (page does not exist)'>2ddanga</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Les_%C3%A9l%C3%A9phants_dans_la_r%C3%A9serve_faunique_de_Kalfou.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Les_%C3%A9l%C3%A9phants_dans_la_r%C3%A9serve_faunique_de_Kalfou.jpg/640px-Les_%C3%A9l%C3%A9phants_dans_la_r%C3%A9serve_faunique_de_Kalfou.jpg	CM	2/2b/	Les_%C3%A9l%C3%A9phants_dans_la_r%C3%A9serve_faunique_de_Kalfou.jpg	https://upload.wikimedia.org/wikipedia/commons/2/2b/Les_%C3%A9l%C3%A9phants_dans_la_r%C3%A9serve_faunique_de_Kalfou.jpg	NA
Cameroon	CMR	5	A brand-new highway cuts through the heart of the once undisturbed forests of the Congo Basin.	Wikimedia	TEUGUIA Fabrice		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:TEUGUIA_Fabrice&amp;action=edit&amp;redlink=1' class='new' title='User:TEUGUIA Fabrice (page does not exist)'>TEUGUIA Fabrice</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Far_North_of_Cameroon.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Far_North_of_Cameroon.jpg/640px-Far_North_of_Cameroon.jpg	CM	8/8d/	Far_North_of_Cameroon.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:TEUGUIA_Fabrice&amp;action=edit&amp;redlink=1' class='new' title='User:TEUGUIA Fabrice (page does not exist)'>TEUGUIA Fabrice</a>, <a href='https://commons.wikimedia.org/wiki/File:Far_North_of_Cameroon.jpg'>Far_North_of_Cameroon.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Canada	CAN	1	Canada’s population growth increases each year driven largely (75%) by immigration averaging approximately 225,000 immigrants annually for the past decade.	Wikimedia	Kalleung		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Kalleung&amp;action=edit&amp;redlink=1' class='new' title='User:Kalleung (page does not exist)'>Kalleung</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Canadian_Children_Immigration.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Canadian_Children_Immigration.jpg/640px-Canadian_Children_Immigration.jpg	CA	0/0b/	Canadian_Children_Immigration.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Kalleung&amp;action=edit&amp;redlink=1' class='new' title='User:Kalleung (page does not exist)'>Kalleung</a>, <a href='https://commons.wikimedia.org/wiki/File:Canadian_Children_Immigration.jpg'>Canadian_Children_Immigration.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Canada	CAN	2	Support of Indigenous-led governance has shown great potential for advancing ambitious, effective, and socially just conservation goals.	Wikimedia	Delusion23		//commons.wikimedia.org/wiki/User:Delusion23	NA	<a href='//commons.wikimedia.org/wiki/User:Delusion23' title='User:Delusion23'>Delusion23</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Justin_Trudeau_speech_on_missing_and_murdered_indigenous_women_%E2%80%93_Ottawa,_October_2016.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Justin_Trudeau_speech_on_missing_and_murdered_indigenous_women_%E2%80%93_Ottawa,_October_2016.jpg/640px-Justin_Trudeau_speech_on_missing_and_murdered_indigenous_women_%E2%80%93_Ottawa,_October_2016.jpg	CA	d/da/	Justin_Trudeau_speech_on_missing_and_murdered_indigenous_women_%E2%80%93_Ottawa,_October_2016.jpg	NA	<a href='//commons.wikimedia.org/wiki/User:Delusion23' title='User:Delusion23'>Delusion23</a>, <a href='https://commons.wikimedia.org/wiki/File:Justin_Trudeau_speech_on_missing_and_murdered_indigenous_women_%E2%80%93_Ottawa,_October_2016.jpg'>Justin_Trudeau_speech_on_missing_and_murdered_indigenous_women_%E2%80%93_Ottawa,_October_2016.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Canada	CAN	3	Abundant in natural resources, Canada still maintains a healthy biocapacity reserve and is sustainable.	Wikimedia	Sergey Pesterev		//commons.wikimedia.org/wiki/User:Black_Sickle	NA	<a href='//commons.wikimedia.org/wiki/User:Black_Sickle' title='User:Black Sickle'>Sergey Pesterev</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Rockies_in_the_morning.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Rockies_in_the_morning.jpg/640px-Rockies_in_the_morning.jpg	CA	1/14/	Rockies_in_the_morning.jpg	https://upload.wikimedia.org/wikipedia/commons/1/14/Rockies_in_the_morning.jpg	NA
Central African Republic	CAF	2	More than 80 percent of the region’s total forest loss is actually small-scale clearing for subsistence agriculture to feed the growing population.	Wikimedia	WRI Staff		https://www.flickr.com/people/57151547@N00	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/57151547@N00'>WRI Staff</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	https://commons.wikimedia.org/wiki/File:Central_African_Republic_-_Log_transport.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Central_African_Republic_-_Log_transport.jpg/640px-Central_African_Republic_-_Log_transport.jpg	CF	7/7b/	Central_African_Republic_-_Log_transport.jpg	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/57151547@N00'>WRI Staff</a>, <a href='https://commons.wikimedia.org/wiki/File:Central_African_Republic_-_Log_transport.jpg'>Central_African_Republic_-_Log_transport.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Central African Republic	CAF	3	The civil war that erupted in 2013 not surprisingly severely undermined conservation efforts virtually wiping out elephants.	Wikimedia	USAID in Africa		https://www.flickr.com/people/57424551@N06	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/57424551@N06'>USAID in Africa</a>	Public domain	NA	https://commons.wikimedia.org/wiki/File:Forest_elephants_(8330452550).jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Forest_elephants_(8330452550).jpg/640px-Forest_elephants_(8330452550).jpg	CF	7/77/	Forest_elephants_(8330452550).jpg	https://upload.wikimedia.org/wikipedia/commons/7/77/Forest_elephants_%288330452550%29.jpg	NA
Central African Republic	CAF	4	The country still experiences much political instability, violence and human rights abuse leaving little security for people or wildlife.	Wikimedia	DFID - UK Department for International Development		https://www.flickr.com/people/14214150@N02	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/14214150@N02'>DFID - UK Department for International Development</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	https://commons.wikimedia.org/wiki/File:Stopping_further_violence_at_home_(11237079106).jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Stopping_further_violence_at_home_(11237079106).jpg/640px-Stopping_further_violence_at_home_(11237079106).jpg	CF	8/8f/	Stopping_further_violence_at_home_(11237079106).jpg	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/14214150@N02'>DFID - UK Department for International Development</a>, <a href='https://commons.wikimedia.org/wiki/File:Stopping_further_violence_at_home_(11237079106).jpg'>Stopping_further_violence_at_home_(11237079106).jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Chad	TCD	1	Chad is one of the world’s poorest countries with the fifth highest fertility rate. With an average of nearly six children per mother.	Wikimedia	Mark Knobil	from Pittsburgh, usa	https://www.flickr.com/people/36448457@N00	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/36448457@N00'>Mark Knobil</a> from Pittsburgh, usa	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	https://commons.wikimedia.org/wiki/File:Refugee_children_in_Chad.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Refugee_children_in_Chad.jpg/640px-Refugee_children_in_Chad.jpg	TD	1/1b/	Refugee_children_in_Chad.jpg	https://upload.wikimedia.org/wikipedia/commons/1/1b/Refugee_children_in_Chad.jpg	NA
Chad	TCD	2	Chad has the world’s lowest average age of marriage for girls at 16 years.	Wikimedia	Jacques Taberlet		https://www.flickr.com/photos/fouderg	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/photos/fouderg'>Jacques Taberlet</a>	CC BY 3.0	https://creativecommons.org/licenses/by/3.0	https://commons.wikimedia.org/wiki/File:Termitwoman.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Termitwoman.jpg/640px-Termitwoman.jpg	TD	2/23/	Termitwoman.jpg	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/photos/fouderg'>Jacques Taberlet</a>, <a href='https://commons.wikimedia.org/wiki/File:Termitwoman.jpg'>Termitwoman.jpg</a>; <a href='https://creativecommons.org/licenses/by/3.0'>CC BY 3.0</a>, via Wikimedia Commons
Chad	TCD	3	Chad’s population is concentrated in pockets of the west and south creating environmental pressures.	Wikimedia	Darcy Burbank	NA	NA	NA	Darcy Burbank	CC BY-SA 1.0	https://creativecommons.org/licenses/by-sa/1.0	https://commons.wikimedia.org/wiki/File:Abeche_leather_shop.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Abeche_leather_shop.jpg/640px-Abeche_leather_shop.jpg	TD	f/fc/	Abeche_leather_shop.jpg	NA	Darcy Burbank, <a href='https://commons.wikimedia.org/wiki/File:Abeche_leather_shop.jpg'>Abeche_leather_shop.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/1.0'>CC BY-SA 1.0</a>, via Wikimedia Commons
Chad	TCD	4	Environmental pressures such as overfishing, overgrazing and farming and desertification of agricultural land.	Wikimedia	VOA	NA	NA	NA	VOA	Public domain	NA	https://commons.wikimedia.org/wiki/File:Agriculture_au_tchad.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Agriculture_au_tchad.jpg/640px-Agriculture_au_tchad.jpg	TD	6/65/	Agriculture_au_tchad.jpg	https://upload.wikimedia.org/wikipedia/commons/6/65/Agriculture_au_tchad.jpg	NA
Chile	CHL	1	Chile is now a leader in South America for maternal, perinatal, and infant mortality reduction.	Wikimedia	IAEA Imagebank	NA	NA	NA	IAEA Imagebank	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	https://commons.wikimedia.org/wiki/File:COVID-19_Equipments_to_Chile_(05890121).jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/COVID-19_Equipments_to_Chile_(05890121).jpg/640px-COVID-19_Equipments_to_Chile_(05890121).jpg	CL	b/b9/	COVID-19_Equipments_to_Chile_(05890121).jpg	NA	IAEA Imagebank, <a href='https://commons.wikimedia.org/wiki/File:COVID-19_Equipments_to_Chile_(05890121).jpg'>COVID-19_Equipments_to_Chile_(05890121).jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Chile	CHL	2	Population is still growing, largely driven by immigration - the fastest immigration rate in South America.	Wikimedia	Nicolás Barra Robles		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Nicolas_barra&amp;action=edit&amp;redlink=1' class='new' title='User:Nicolas barra (page does not exist)'>Nicolás Barra Robles </a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Noche_iluminada_en_el_Gran_Santiago,_Chile._Comuna_de_Maip%C3%BA.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Noche_iluminada_en_el_Gran_Santiago,_Chile._Comuna_de_Maip%C3%BA.jpg/640px-Noche_iluminada_en_el_Gran_Santiago,_Chile._Comuna_de_Maip%C3%BA.jpg	CL	7/70/	Noche_iluminada_en_el_Gran_Santiago,_Chile._Comuna_de_Maip%C3%BA.jpg	https://upload.wikimedia.org/wikipedia/commons/7/70/Noche_iluminada_en_el_Gran_Santiago%2C_Chile._Comuna_de_Maip%C3%BA.jpg	NA
Chile	CHL	3	In the North, mining has destabilized and weakened the local fauna and flora, covering the desert landscape with the ridges of giant excavations.	Wikimedia	Estebanmirandasotelo		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Estebanmirandasotelo&amp;action=edit&amp;redlink=1' class='new' title='User:Estebanmirandasotelo (page does not exist)'>Estebanmirandasotelo</a>	Public domain	NA	https://commons.wikimedia.org/wiki/File:Montegrande_in_Northern_Chile.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Montegrande_in_Northern_Chile.jpg/640px-Montegrande_in_Northern_Chile.jpg	CL	6/66/	Montegrande_in_Northern_Chile.jpg	https://upload.wikimedia.org/wikipedia/commons/6/66/Montegrande_in_Northern_Chile.jpg	NA
Chile	CHL	4	Global demand for the country’s most valuable resources copper, lithium, avocados, salmon, paper pulp. A salmon farm off the coast of Chile.	Wikimedia	Sam Beebe/Ecotrust		https://web.archive.org/web/20161023050752/http://www.panoramio.com/user/1729876?with_photo_id=20377666	NA	<a rel='nofollow' class='external text' href='https://web.archive.org/web/20161023050752/http://www.panoramio.com/user/1729876?with_photo_id=20377666'>Sam Beebe/Ecotrust</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	https://commons.wikimedia.org/wiki/File:Chilean_farmed_salmon_farms_-_panoramio.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Chilean_farmed_salmon_farms_-_panoramio.jpg/640px-Chilean_farmed_salmon_farms_-_panoramio.jpg	CL	b/b4/	Chilean_farmed_salmon_farms_-_panoramio.jpg	https://upload.wikimedia.org/wikipedia/commons/b/b4/Chilean_farmed_salmon_farms_-_panoramio.jpg	NA
